"識別碼","filename","unz","imbiau"
2454,"blwr02453","透風落雨","tau3_hong1_lorh6_ho2"
2455,"blwr02454","蚵仔麵線","or5_a2_mi2_suann3"
2456,"blwr02455","細細漢仔","se3_se3_han3_a2"
2457,"blwr02456","眼科醫師","qan4_kor1_i1_su1"
2458,"blwr02457","教育部長","gau3_iok6_bo2_diunn4"
2459,"blwr02458","救護人員","giu3_ho2_qin5_quan5"
2460,"blwr02459","專家學者","zuan1_ga1_hak6_zia4"
2461,"blwr02460","動腳動手","dang2_ka1_dang2_ciu4"
2462,"blwr02461","假鬼假怪","ge4_gui4_ge4_guai3"
2463,"blwr02462","高危險群","gor1_ui5_hiam4_gun5"
2464,"blwr02463","閃卡邊仔","siam4_kah7_binn1_a4"
2465,"blwr02464","真會記得","zin1_e2_gi3_dit7"
2466,"blwr02465","烏魯木齊","o1_lo4_vok6_ze5"
2467,"blwr02466","效率無guan","hau2_lut6_vor5_guan5"
2468,"blwr02467","借刀殺人","ziorh7_dor1_sat7_rin5"
2469,"blwr02468","飛來飛去","bue1_lai5_bue1_ki3"
2470,"blwr02469","砂石仔車","sua1_ziorh6_a4_cia1"
2471,"blwr02470","界定清楚","gai3_ding2_cing1_cor4"
2472,"blwr02471","流行歌仔","liu5_hing5_gua1_a4"
2473,"blwr02472","南太平島","lam5_tai3_bing5_dor4"
2474,"blwr02473","前期作業","zing5_gi5_zok7_qiap6"
2475,"blwr02474","青面獠牙","cenn1_vin2_liau5_qe5"
2476,"blwr02475","花蓮地區","hua1_len1_de2_ku1"
2477,"blwr02476","社會活動","sia2_hue2_uah6_dang2"
2478,"blwr02477","拍知名度","pah7_di1_mia5_do2"
2479,"blwr02478","所veh提出","so4_veh7_te5_cut7"
2480,"blwr02479","刻板印象","kik7_ban4_in3_siong2"
2481,"blwr02480","兩三禮拜","nng2_sann1_le4_bai3"
2482,"blwr02481","防範未然","hong5_huan2_vi2_ren5"
2483,"blwr02482","秀姑巒山","siu3_go1_luan5_suann1"
2484,"blwr02483","男人女體","lam5_rin5_lu4_te4"
2485,"blwr02484","劫數難逃","giap7_so3_lan5_dor5"
2486,"blwr02485","老年年金","lau2_len5_ni5_gim1"
2487,"blwr02486","此情此景","cu4_ging5_cu4_ging4"
2488,"blwr02487","有影有隻","u2_iann4_u2_ziah7"
2489,"blwr02488","有名有譜","u2_mia5_u2_po4"
2490,"blwr02489","早生貴子","za4_senn1_gui3_zu4"
2491,"blwr02490","年華老去","len5_hua5_no4_ki3"
2492,"blwr02491","囝囝孫孫","giann4_giann4_sun1_sun1"
2493,"blwr02492","目睭箍頭","vak6_ziu1_ko1_tau5"
2494,"blwr02493","白領勞工","beh6_nia4_lor5_gang1"
2495,"blwr02494","生活體驗","sing1_uah6_te4_qiam2"
2496,"blwr02495","平上去入","bing5_siong2_ki3_qip6"
2497,"blwr02496","四五十年","si3_qo2_zap6_ni5"
2498,"blwr02497","令人歡喜","ling2_rin5_huann1_hi4"
2499,"blwr02498","王錄仔仙","ong5_lok6_a4_sen1"
2500,"blwr02499","毛毛仔雨","mng5_mng5_a4_ho2"
2501,"blwr02500","日有所思","rit6_u2_so4_su1"
2502,"blwr02501","引cua人民","in4_cua2_rin5_vin5"
2503,"blwr02502","天地萬物","tinn1_de2_van2_vut6"
2504,"blwr02503","六十七年","lak6_zap6_cit7_ni5"
2505,"blwr02504","五十五萬","qo2_zap6_qo2_van2"
2506,"blwr02505","中橫公路","diong1_huainn5_gong1_lo2"
2507,"blwr02506","中央山脈","diong1_iang1_suann1_meh6"
2508,"blwr02507","不理不採","but7_li4_but7_cai4"
2509,"blwr02508","口口聲聲","kau4_kau4_siann1_siann1"
2510,"blwr02509","下淡水溪","ha2_dam2_zui4_ke1"
2511,"blwr02510","三姑六婆","sam1_go1_liok6_bor5"
2512,"blwr02511","十二萬分","zap6_ri2_van2_hun1"
2513,"blwr02512","二個年度","nng2_e5_ni5_do2"
2514,"blwr02513","二十幾個","qi2_zap6_gui4_e5"
2515,"blwr02514","二十統歲","li2_zap6_tong4_hue3"
2516,"blwr02515","二十外個","li2_zap6_qua2_e5"
2517,"blwr02516","二十五年","ri2_zap6_qo2_ni5"
2518,"blwr02517","一日gah暗","it7_rit6_gah7_am3"
2519,"blwr02518","一下下仔","zit6_e2_e2_a2"
2520,"blwr02519","m免客氣","m2_ven4_keh7_ki3"
2521,"blwr02520","ka未入來","ka3_ve2_rip6_lai5"
2522,"blwr02521","hit個地方","hit7_e5_de2_hng1"
2523,"blwr02522","ga想看mai","ga2_siunn2_kuann3_mai3"
2524,"blwr02523","ga人幫贊","ga2_lang5_bang1_zan2"
2525,"blwr02524","dorh好親像","dorh6_hor4_cin1_ciunn2"
2526,"blwr02525","deh唸啥麼","deh7_liam2_siann4_mih7"
2527,"blwr02526","饋貧糧","kui3_bin5_niu5"
2528,"blwr02527","啥麼物","siann4_mih7_mih6"
2529,"blwr02528","鑿船蟲","zau5_zun5_tang5"
2530,"blwr02529","鑽入來","zng3_rip6_lai5"
2531,"blwr02530","竊盜罪","cet7_dor2_zue2"
2532,"blwr02531","讀冊人","tak6_ceh7_lang5"
2533,"blwr02532","齧臂盟","qet6_bi3_ving5"
2534,"blwr02533","鶴佬人","horh6_lor4_lang5"
2535,"blwr02534","辯護人","ben2_ho2_rin5"
2536,"blwr02535","續落去","suah7_lorh6_ki3"
2537,"blwr02536","續命縷","siok6_mia2_lu2"
2538,"blwr02537","爛疰仔","nua2_tiau2_a4"
2539,"blwr02538","鹹酸甜","giam5_sng1_dinn1"
2540,"blwr02539","譬如講","pi3_ru5_gong4"
2541,"blwr02540","勸金所","kng3_gim1_so4"
2542,"blwr02541","爍加羅","siak7_ga1_lor5"
2543,"blwr02542","鵝鸞鼻","qia5_luan5_pinn2"
2544,"blwr02543","鵝掌草","qor5_zang4_cau4"
2545,"blwr02544","騎鐵馬","kia5_tih7_ve4"
2546,"blwr02545","簪花格","zam1_hue1_geh7"
2547,"blwr02546","擲鐵餅","dan3_tih7_biann4"
2548,"blwr02547","黏液菌","liam5_ik6_kun4"
2549,"blwr02548","講ho完","gong4_ho2_uan5"
2550,"blwr02549","薛仁貴","sih7_lin5_gui3"
2551,"blwr02550","縫紉機","hong5_run2_gi1"
2552,"blwr02551","糞埽堆","bun3_sor3_dui1"
2553,"blwr02552","鴛鴦湖","uan1_iunn1_o5"
2554,"blwr02553","鴨綠草","ah7_lik6_cau4"
2555,"blwr02554","館娃宮","guan4_ua1_giong1"
2556,"blwr02555","頭殼疼","tau5_kak7_tiann3"
2557,"blwr02556","選罷法","suan4_ba3_huat7"
2558,"blwr02557","辦一攤","ban2_zit6_tuann1"
2559,"blwr02558","輸入稅","su1_lip6_sue3"
2560,"blwr02559","磨gah死","vua5_gah7_si4"
2561,"blwr02560","燕尾服","en3_vue4_hok6"
2562,"blwr02561","擋diauｅ","dong3_diau5_e5"
2563,"blwr02562","戰鬥艦","zen3_dau3_gam3"
2564,"blwr02563","奮起湖","bun3_gi1_o5"
2565,"blwr02564","養老院","iang4_no4_inn2"
2566,"blwr02565","踏出來","dah6_cut7_lai5"
2567,"blwr02566","豬膽汁","di1_dann4_ziap7"
2568,"blwr02567","潛望鏡","ciam5_vong2_giann3"
2569,"blwr02568","澄清湖","ding5_cing1_o5"
2570,"blwr02569","樟蠶絲","ziang1_tam5_si1"
2571,"blwr02570","摹聲說","mo5_siann1_suat7"
2572,"blwr02571","寫實派","sia4_sit6_pai3"
2573,"blwr02572","鳳尾蕉","hong2_vue4_zior1"
2574,"blwr02573","鳴禽類","ving5_kim5_lui2"
2575,"blwr02574","閣硬做","gorh7_nge2_zor3"
2576,"blwr02575","遠兄弟","uan4_hiann1_di2"
2577,"blwr02576","趕緊leh","guann4_gin4_leh7"
2578,"blwr02577","趙之謙","dior2_zi1_kiam1"
2579,"blwr02578","蓄音器","hiok7_im1_ki3"
2580,"blwr02579","維納斯","ui5_lap6_su1"
2581,"blwr02580","精製品","zing1_ze3_pin4"
2582,"blwr02581","滴定法","dih7_ding2_huat7"
2583,"blwr02582","榴彈砲","liu5_duan5_pau3"
2584,"blwr02583","違禁品","ui5_gim3_pin4"
2585,"blwr02584","葡萄糖","por5_tor5_tng5"
2586,"blwr02585","腦膜炎","nau4_vo5_iam2"
2587,"blwr02586","腹足類","bak7_ziok7_lui2"
2588,"blwr02587","腳後denn","ka1_au2_denn1"
2589,"blwr02588","萬人坑","van2_rin5_kenn1"
2590,"blwr02589","硼酸棉","ping5_sng1_mi5"
2591,"blwr02590","痲醉師","va5_zui3_su1"
2592,"blwr02591","溶解熱","riong5_gai4_ret6"
2593,"blwr02592","楊允言","iunn5_un4_qen5"
2594,"blwr02593","椰子絨","ia5_zi4_qiong5"
2595,"blwr02594","會cue著","e2_cue2_diorh6"
2596,"blwr02595","搖籃曲","ior5_na5_kiok7"
2597,"blwr02596","感冒著","gam4_mo2_diorh6"
2598,"blwr02597","媽祖廟","ma4_zo4_vior2"
2599,"blwr02598","傳染病","tuan5_riam4_benn2"
2600,"blwr02599","黃包車","ng5_bau1_cia1"
2601,"blwr02600","雅典那","qa4_den4_na4"
2602,"blwr02601","間歇熱","gan1_hiorh7_let6"
2603,"blwr02602","量天尺","liang2_ten1_ciorh7"
2604,"blwr02603","買無票","ve4_vor5_pior3"
2605,"blwr02604","筆記簿","bit7_gi3_po2"
2606,"blwr02605","無煙煤","vor5_en1_mui5"
2607,"blwr02606","無責任","vor5_zik7_rim2"
2608,"blwr02607","無聊賴","vor5_liau5_lua2"
2609,"blwr02608","無掠跡","vor5_liah6_ziah7"
2610,"blwr02609","無按呢","vor5_an4_ne1"
2611,"blwr02610","無半撇","vor5_buann3_pet7"
2612,"blwr02611","測光表","cik7_gng1_bior4"
2613,"blwr02612","渡蜜月","do2_vit6_quat6"
2614,"blwr02613","敢出來","gann4_cut7_lai5"
2615,"blwr02614","插入去","cah7_rip6_ki3"
2616,"blwr02615","惡作劇","ok7_zok7_giok6"
2617,"blwr02616","喝一下","huah7_zit6_e2"
2618,"blwr02617","創刊號","cong3_kan1_hor2"
2619,"blwr02618","麥哲倫","ve2_det7_lun5"
2620,"blwr02619","陳思王","dan5_su1_ong5"
2621,"blwr02620","陳皮梅","din5_pue5_mui5"
2622,"blwr02621","郭子儀","gueh7_zu4_qi5"
2623,"blwr02622","教冊e","ga3_ceh7_e5"
2624,"blwr02623","接觸ｅ","ziap7_siok7_e5"
2625,"blwr02624","寄宿舍","gia3_sok7_sia3"
2626,"blwr02625","做kangkue","zor3_kang1_kue3"
2627,"blwr02626","高血壓","gor1_hueh7_ap7"
2628,"blwr02627","馬爾他","ma4_ni4_tann1"
2629,"blwr02628","除濕氣","du5_sip7_ki3"
2630,"blwr02629","針穿線","ziam1_cng1_suann3"
2631,"blwr02630","託兒所","tok7_ri5_so4"
2632,"blwr02631","航空術","hang5_kong1_sut6"
2633,"blwr02632","翁塞特","ang1_sai3_dik6"
2634,"blwr02633","缺色症","kuat7_sik7_zing3"
2635,"blwr02634","笑笑leh","cior3_cior3_leh7"
2636,"blwr02635","真恐怖","zin1_kiong4_bo3"
2637,"blwr02636","真出名","zin1_cut7_mia5"
2638,"blwr02637","烏鵲橋","o1_ciok7_gior5"
2639,"blwr02638","烏mama","o1_ma3_ma3"
2640,"blwr02639","浮沈子","pu5_dim5_zu4"
2641,"blwr02640","海參崴","hai4_som1_ui1"
2642,"blwr02641","消毒藥","siau1_dok6_iorh6"
2643,"blwr02642","格林蘭","gik7_lim5_lan5"
2644,"blwr02643","香稻米","hiunn1_diu2_vi4"
2645,"blwr02644","風俗品","hong1_siok6_pin4"
2646,"blwr02645","音樂節","im1_qak6_zet7"
2647,"blwr02646","陌生人","vik6_sing1_rin5"
2648,"blwr02647","突尼斯","tut6_ni5_su1"
2649,"blwr02648","氟化氫","hut6_hua3_king1"
2650,"blwr02649","柏拉圖","bik7_la1_do5"
2651,"blwr02650","南半球","lam5_buan3_giu5"
2652,"blwr02651","長春花","diang5_cun1_hue1"
2653,"blwr02652","金飯碗","gim1_bng2_uann4"
2654,"blwr02653","肥胖症","bui5_pang3_zing3"
2655,"blwr02654","炒牛肉","ca4_qu5_vah7"
2656,"blwr02655","拆車票","tiah7_cia1_pior3"
2657,"blwr02656","拖蓋久","tua1_gai3_gu4"
2658,"blwr02657","孟姜女","ming2_giang1_lu4"
2659,"blwr02658","姊妺篇","zi4_muai2_pen1"
2660,"blwr02659","受委曲","siu2_ui4_kut7"
2661,"blwr02660","協議書","hiap6_qi2_su1"
2662,"blwr02661","刺pong紗","ciah7_pong3_se1"
2663,"blwr02662","來歡迎","lai5_huan1_qing5"
2664,"blwr02663","來奔喪","lai5_pun1_song3"
2665,"blwr02664","阮先生","qun4_sen1_sinn1"
2666,"blwr02665","足溫柔","zok7_un1_riu5"
2667,"blwr02666","足好額","zok7_hor4_qiah6"
2668,"blwr02667","足orh煮","zok7_orh7_zu4"
2669,"blwr02668","見過面","ginn3_gue3_vin2"
2670,"blwr02669","沒字梢","vuat6_qi2_sau1"
2671,"blwr02670","更年期","genn1_len5_gi5"
2672,"blwr02671","批八字","pe1_bat7_qi2"
2673,"blwr02672","尿毒症","rior2_dok6_zing3"
2674,"blwr02673","含笑花","ham5_ciau3_hue1"
2675,"blwr02674","吸墨紙","kip7_vak6_zua4"
2676,"blwr02675","否決權","honn4_guat7_kuan5"
2677,"blwr02676","判結書","puann3_get7_zu1"
2678,"blwr02677","自流井","zu2_liu5_zenn4"
2679,"blwr02678","羊白頭","ionn5_beh6_tau5"
2680,"blwr02679","在伊lior","zai2_i2_lior5"
2681,"blwr02680","田舍翁","den5_sia3_ong1"
2682,"blwr02681","生分人","cinn1_hun2_lang5"
2683,"blwr02682","去說明","ki3_sueh7_ving5"
2684,"blwr02683","卡雅氣","kah7_nga4_ki3"
2685,"blwr02684","火曜日","he4_iau2_qit6"
2686,"blwr02685","水達達","zui4_dat6_dat6"
2687,"blwr02686","歹趁食","painn4_tan3_ziah6"
2688,"blwr02687","太空艙","tai3_kong1_cang1"
2689,"blwr02688","反侵略","huan4_cim1_liak6"
2690,"blwr02689","六七百","lak6_cit7_bah7"
2691,"blwr02690","內閣制","lue2_gorh7_ze3"
2692,"blwr02691","工業品","gang1_qiap6_pin4"
2693,"blwr02692","千日紅","cen1_lit6_ang5"
2694,"blwr02693","上vai做","siong2_vai4_zor3"
2695,"blwr02694","十個人","zap6_e5_lang5"
2696,"blwr02695","入場券","lip6_dionn5_guan3"
2697,"blwr02696","一大pa","zit6_dua2_pa1"
2698,"blwr02697","ziann骨力","ziann5_gut7_lat6"
2699,"blwr02698","sa去關","sa1_ki3_guainn1"
2700,"blwr02699","sak出來","sak7_cut7_lai5"
2701,"blwr02700","qau寫字","qau5_sia4_ri2"
2702,"blwr02701","pokpokpok","pok7_pok7_pok6"
2703,"blwr02702","luah頭鬃","luah6_tau5_zang1"
2704,"blwr02703","kiorh囡仔","kiorh7_qin4_a4"
2705,"blwr02704","iah閣有","iah7_gorh7_u2"
2706,"blwr02705","gap做伙","gap7_zor3_hue4"
2707,"blwr02706","bu出來","bu2_cut7_lai5"
2708,"blwr02707","憨憨","qong2_qong2"
2709,"blwr02708","恁hia","lin4_hia1"
2710,"blwr02709","鬱塞","ut7_tat7"
2711,"blwr02710","體貌","te4_mau2"
2712,"blwr02711","攪擾","giau4_riau4"
2713,"blwr02712","襲玩","sip6_uan4"
2714,"blwr02713","顧惜","go3_siorh7"
2715,"blwr02714","騰衝","ting5_ciong1"
2716,"blwr02715","纂奪","cuan3_duat6"
2717,"blwr02716","獻醜","hen3_tiu4"
2718,"blwr02717","懸崖","hen5_qai5"
2719,"blwr02718","關節","guan1_zat7"
2720,"blwr02719","曝粟","pak6_cik7"
2721,"blwr02720","攀登","pan1_ding1"
2722,"blwr02721","懷柔","huai5_qiu5"
2723,"blwr02722","鬆快","sang1_kuai3"
2724,"blwr02723","題跋","de5_buat6"
2725,"blwr02724","謬妄","viu2_vong2"
2726,"blwr02725","蟲卵","dang5_lng2"
2727,"blwr02726","翹翹","kiau3_kiau3"
2728,"blwr02727","擺脫","bai4_tuat7"
2729,"blwr02728","闊埕","kuah7_diann5"
2730,"blwr02729","避謗","piah7_bong3"
2731,"blwr02730","薄弱","borh6_riok6"
2732,"blwr02731","縹緲","piau1_viau4"
2733,"blwr02732","癌腫","qam5_zing4"
2734,"blwr02733","爵床","ziak7_zng5"
2735,"blwr02734","遺尿","ui5_qior2"
2736,"blwr02735","蕭艾","siau1_ngai2"
2737,"blwr02736","燒熱","sior1_ruah6"
2738,"blwr02737","曉暢","hiau4_tiong3"
2739,"blwr02738","養寇","iong4_kior3"
2740,"blwr02739","閱覽","et6_lam4"
2741,"blwr02740","鋒銳","hong1_rue2"
2742,"blwr02741","遷讓","ken1_qiang2"
2743,"blwr02742","遮蔽","ria1_bi3"
2744,"blwr02743","遮道","lia1_dor2"
2745,"blwr02744","踏勘","da2_kam1"
2746,"blwr02745","請帖","ciann4_tiap7"
2747,"blwr02746","膠葛","ga1_gat7"
2748,"blwr02747","盤繞","puan1_qiau4"
2749,"blwr02748","暴卒","bok6_zut7"
2750,"blwr02749","撥冗","puah7_liong2"
2751,"blwr02750","撲滿","pok7_vuan4"
2752,"blwr02751","鼻腔","pinn2_kiunn1"
2753,"blwr02752","鼻腔","pinn2_giunn1"
2754,"blwr02753","綽號","cok7_hor2"
2755,"blwr02754","碧梧","pik7_ngo5"
2756,"blwr02755","熊貓","him5_niau1"
2757,"blwr02756","漆宅","cat7_teh6"
2758,"blwr02757","滿月","mua4_qeh6"
2759,"blwr02758","漬浸","zih7_zim3"
2760,"blwr02759","暢懷","tiang3_huai5"
2761,"blwr02760","慘酷","cam4_kok7"
2762,"blwr02761","徹底","tet7_due4"
2763,"blwr02762","閘頭","zah6_tau5"
2764,"blwr02763","鉛摘","en5_diah7"
2765,"blwr02764","遂初","diok6_co1"
2766,"blwr02765","誇耀","kua1_iau2"
2767,"blwr02766","解答","gai4_dap7"
2768,"blwr02767","罪惡","zue2_ok7"
2769,"blwr02768","滅沒","vet6_vat6"
2770,"blwr02769","暈船","hin5_zun5"
2771,"blwr02770","暗烏","am3_o1"
2772,"blwr02771","廉恥","liam5_ti4"
2773,"blwr02772","奧妙","or3_miau2"
2774,"blwr02773","黑鉛","o1_en5"
2775,"blwr02774","黃泉","uinn5_zuann5"
2776,"blwr02775","跋涉","buah6_siap6"
2777,"blwr02776","越級","uat6_gip7"
2778,"blwr02777","絲帕","si1_pann3"
2779,"blwr02778","絕響","zuat6_hiang4"
2780,"blwr02779","渴想","kat7_siunn2"
2781,"blwr02780","減削","giam4_siah7"
2782,"blwr02781","敢會","gam4_e2"
2783,"blwr02782","敦厚","dun1_hior2"
2784,"blwr02783","握別","ak7_bet6"
2785,"blwr02784","彭湃","penn5_pai3"
2786,"blwr02785","媒婆","hm5_bor5"
2787,"blwr02786","單葉","dan1_iap6"
2788,"blwr02787","割讓","guah7_liang2"
2789,"blwr02788","雀麥","ciak7_veh6"
2790,"blwr02789","逐粒","dak6_liap6"
2791,"blwr02790","添設","tiam1_set7"
2792,"blwr02791","敕書","tik7_su1"
2793,"blwr02792","推讓","tui1_riang2"
2794,"blwr02793","唱和","cionn3_hor5"
2795,"blwr02794","做王","zor3_ong5"
2796,"blwr02795","偽幣","qui2_be3"
2797,"blwr02796","退休","tue3_hiu1"
2798,"blwr02797","衰弱","suai1_qiok6"
2799,"blwr02798","缺角","kih7_gak7"
2800,"blwr02799","索仔","sorh7_a4"
2801,"blwr02800","素王","so3_ong5"
2802,"blwr02801","窄韻","eh6_un2"
2803,"blwr02802","破相","pua3_sionn3"
2804,"blwr02803","真刺","zin1_cak6"
2805,"blwr02804","書冊","zu1_zeh7"
2806,"blwr02805","弱質","riak6_zit7"
2807,"blwr02806","弱質","qiak6_zit7"
2808,"blwr02807","約莫","iak7_vok6"
2809,"blwr02808","突騎","dut6_ki5"
2810,"blwr02809","相合","sior1_hah6"
2811,"blwr02810","歪哥","uai1_gor1"
2812,"blwr02811","咽頭","en1_tior5"
2813,"blwr02812","花園","hue1_huinn5"
2814,"blwr02813","放屁","bang3_pui3"
2815,"blwr02814","拈香","liam1_hionn1"
2816,"blwr02815","抹落","vuah7_lorh6"
2817,"blwr02816","妹婿","mue2_sai3"
2818,"blwr02817","妹妹","me1_me1"
2819,"blwr02818","垃圾","lah7_sap7"
2820,"blwr02819","那麼","na4_moh7"
2821,"blwr02820","邑宰","ip7_zai4"
2822,"blwr02821","忍耐","qim4_nai2"
2823,"blwr02822","尾指","ve4_zainn4"
2824,"blwr02823","作弊","zorh7_biah7"
2825,"blwr02824","血漿","het7_ziunn1"
2826,"blwr02825","耳耳","hinn2_hinn2"
2827,"blwr02826","米漿","vi4_zionn1"
2828,"blwr02827","朴鈍","porh7_dun2"
2829,"blwr02828","妃妾","hui1_ciap7"
2830,"blwr02829","田嬰","can2_enn1"
2831,"blwr02830","玉牒","qik6_diap6"
2832,"blwr02831","布匹","bo3_pit7"
2833,"blwr02832","爻象","ngau5_ciang2"
2834,"blwr02833","什麼","siap6_mi4"
2835,"blwr02834","乞予","kit7_ho2"
2836,"blwr02835","一隙","zit6_kiah7"
2837,"blwr02836","veh學","veh7_orh6"
2838,"blwr02837","vau著","vau2_diorh6"
2839,"blwr02838","tun踏","tun1_tah7"
2840,"blwr02839","suh熏","suh7_hun1"
2841,"blwr02840","sehseh","seh7_seh7"
2842,"blwr02841","piann掉","piann1_diau2"
2843,"blwr02842","hip甌","hip7_au1"
2844,"blwr02843","hiahnih","hiah6_nih6"
2845,"blwr02844","cap你","cap7_li4"
2846,"blwr02845","biak破","biak7_pua3"
2847,"blwr02846","檨","suainn2"
2848,"blwr02847","咈","put7"
2849,"blwr02848","還","hainn5"
2850,"blwr02849","轄","hat7"
2851,"blwr02850","篾","vih6"
2852,"blwr02851","爵","giak7"
2853,"blwr02852","擬","ngi4"
2854,"blwr02853","擎","kinn5"
2855,"blwr02854","磕","kap6"
2856,"blwr02855","嘎","kiak6"
2857,"blwr02856","裂","lih6"
2858,"blwr02857","掣","cuah7"
2859,"blwr02858","涼","nio5"
2860,"blwr02859","敏","min4"
2861,"blwr02860","挾","ngeh6"
2862,"blwr02861","哄","hann4"
2863,"blwr02862","軋","at7"
2864,"blwr02863","血","heh7"
2865,"blwr02864","血","huih7"
2866,"blwr02865","它","ta1"
2867,"blwr02866","丘","kiu1"
2868,"blwr02867","八","bueh7"
2869,"blwr02868","ket","ket7"
2870,"blwr02869","事久見人心","su2_gu4_gen3_rin5_sim1"
2871,"blwr02870","台灣省議會","dai5_uan5_sing4_qi2_hue2"
2872,"blwr02871","台灣共和國","dai5_uan5_giong2_hor5_gok7"
2873,"blwr02872","台語文字化","dai5_qi4_vun5_ri2_hua3"
2874,"blwr02873","台東市公所","dai5_dang1_ci2_gong1_so4"
2875,"blwr02874","二十一世紀","li2_zap6_it7_se3_gi3"
2876,"blwr02875","觀眾朋友","guan1_ziong3_bing5_iu4"
2877,"blwr02876","觀務記遊","guan1_vu2_gi3_iu5"
2878,"blwr02877","黨國之分","dong4_gok7_zi1_hun1"
2879,"blwr02878","觸景傷情","ciok7_ging4_siong1_zing5"
2880,"blwr02879","證嚴法師","zing3_qiam5_huat7_su1"
2881,"blwr02880","羅漢腳仔","lor5_han3_ka1_a4"
2882,"blwr02881","攏有可能","long4_u2_kor4_ling5"
2883,"blwr02882","翻一下身","huan1_zit6_e2_sin1"
2884,"blwr02883","擲ui電視","dan3_ui5_den2_si2"
2885,"blwr02884","濱海公路","bin1_hai4_gong1_lo2"
2886,"blwr02885","檢查起來","giam4_za1_ki4_lai5"
2887,"blwr02886","選dor一字","suan4_dor4_zit6_ri2"
2888,"blwr02887","褲袋仔底","ko3_de2_a4_de4"
2889,"blwr02888","樹乳泡仔","ciu2_ling1_pok7_a4"
2890,"blwr02889","廟會市場","vior2_hue2_ci2_diunn5"
2891,"blwr02890","閣續落去","gorh7_sua3_lorh6_ki3"
2892,"blwr02891","綠色新聞","lik6_sik7_sim1_vun5"
2893,"blwr02892","對啊m對","diorh6_a2_m2_diorh6"
2894,"blwr02893","實施辦法","sit6_si1_ban2_huat7"
2895,"blwr02894","圖書大展","do5_su1_dai2_den4"
2896,"blwr02895","過程中間","gue3_ding5_diong1_gan1"
2897,"blwr02896","愈行愈崎","lu4_giann2_lu4_gia2"
2898,"blwr02897","愚民政策","qu5_vin5_zing3_cik7"
2899,"blwr02898","嗚呼哀哉","o1_ho1_ai1_zai3"
2900,"blwr02899","傳真電話","tuan5_zin1_den2_ue2"
2901,"blwr02900","開車順利","kui1_cia1_sun2_li2"
2902,"blwr02901","鄉土文化","hiong1_to4_vun5_hua3"
2903,"blwr02902","街頭巷尾","ge1_tau5_hang2_ve4"
2904,"blwr02903","無啥仝款","vor5_siann4_gang2_kuan4"
2905,"blwr02904","無論如何","vor5_lun2_ru5_hor5"
2906,"blwr02905","無照營業","vu5_ziau3_ing5_qiap6"
2907,"blwr02906","無哀無怨","vor5_ai1_vor5_uan3"
2908,"blwr02907","無因無故","vor5_in1_vor5_go3"
2909,"blwr02908","提心吊膽","te5_sim1_diau3_dann4"
2910,"blwr02909","最主要是","zue3_zu4_iau3_si2"
2911,"blwr02910","通風不良","tang1_hong1_but7_liong5"
2912,"blwr02911","被保險人","bi2_bor4_hiam4_qin5"
2913,"blwr02912","教育局長","gau3_iok6_giok6_diunn4"
2914,"blwr02913","庸庸碌碌","iong1_iong1_lok6_lok6"
2915,"blwr02914","康熙字典","kong1_hi1_ri2_den4"
2916,"blwr02915","專心一意","zuan1_sim1_it7_i3"
2917,"blwr02916","唸來唸去","liam2_lai5_liam2_ki3"
2918,"blwr02917","副研究員","hu3_qen4_giu3_quan5"
2919,"blwr02918","做了以後","zor3_liau4_i4_au2"
2920,"blwr02919","特別語詞","dik6_bet6_qi4_su5"
2921,"blwr02920","氣態核種","ki3_tai2_hik6_ziong4"
2922,"blwr02921","風花雪月","hong1_hue1_seh7_queh6"
2923,"blwr02922","風和日麗","hong1_hor5_rit6_le2"
2924,"blwr02923","美麗島系","vi4_le2_dor4_he2"
2925,"blwr02924","看會出來","kuann3_e2_cut7_lai5"
2926,"blwr02925","政治人物","zing3_di2_lin5_vut6"
2927,"blwr02926","建設公司","gen3_set7_gong1_si1"
2928,"blwr02927","度日如年","do2_qit6_lu5_ni5"
2929,"blwr02928","客家族群","keh7_ga1_zok6_gun5"
2930,"blwr02929","南投縣人","lam5_dau5_guan2_lang5"
2931,"blwr02930","冠羽畫眉","guan3_u4_ue2_vi5"
2932,"blwr02931","保七總隊","bor4_cit7_zong4_dui2"
2933,"blwr02932","阿彌陀佛","a1_mi5_dor5_hut6"
2934,"blwr02933","長長短短","dng5_dng5_de4_de4"
2935,"blwr02934","東東西西","dang1_dang1_sai1_sai1"
2936,"blwr02935","拍歹了了","pah7_painn4_liau4_liau4"
2937,"blwr02936","到zia為止","gau3_zia1_ui5_zi4"
2938,"blwr02937","足歹去算","zok7_painn4_ki3_sng3"
2939,"blwr02938","每禮拜二","mui4_le4_bai3_li2"
2940,"blwr02939","更加沈重","ging2_ga1_dim5_dang2"
2941,"blwr02940","技術學院","gi1_sut6_hak6_inn2"
2942,"blwr02941","我teh來a","qua4_teh6_lai5_a2"
2943,"blwr02942","快馬加鞭","kuai3_ma4_ga1_ben1"
2944,"blwr02943","形形色色","hing5_hing5_sik7_sik7"
2945,"blwr02944","自我介紹","zu2_ngo4_gai3_siau2"
2946,"blwr02945","老父老母","lau2_be2_lau2_vor4"
2947,"blwr02946","年輕力壯","len5_kin1_lik6_zong3"
2948,"blwr02947","全羅馬字","zuan5_lor5_ma4_li2"
2949,"blwr02948","交通安全","gau1_tong1_an1_zuan5"
