"識別碼","CHINESE","TAIWANESE","ForPA","TLPA"
5212,"中庸","中和","diong1-her5","tiong1-ho5"
5213,"中庸","中庸","diong1-iong5","tiong1-iong5"
5214,"中庸","中欄","diong1-nua5","tiong1-nua5"
5215,"中產階級","小門風","sier4-mng5-hong1","sio2-mng5-hong1"
5216,"中產階級","中產階級","diong1-san4-gai1-gip7","tiong1-san2-kai1-kip4"
5217,"中規中矩","義理是","ghi2-li4-si2","gi7-li2-si7"
5218,"中途","中站","diong1-zam2","tiong1-cam7"
5219,"中途","中途","diong1-do5","tiong1-too5"
5220,"中途","半上路下","buann3-ziunn2-lo2-e2","puann3-ciunn7-loo7-e7"
5221,"中途","半上路站","buann3-ziunn2-lo2-zam2","puann3-ciunn7-loo7-cam7"
5222,"中途","半中段","buann3-diong1-dng5","puann3-tiong1-tng5"
5223,"中途","半中站","buann3-diong1-zam2","puann3-tiong1-cam7"
5224,"中途","半中途","buann3-diong1-do5","puann3-tiong1-too5"
5225,"中途","半中欄","buann3-diong1-nua5","puann3-tiong1-nua5"
5226,"中途","半站","buann3-zam2","puann3-cam7"
5227,"中途","半路","buann3-lo2","puann3-loo7"
5228,"中途夭折","半路折扁擔","buann3-lo2-zih6-bin1-dann1","puann3-loo7-cih8-pin1-tann1"
5229,"中途半路","半上路下","buann3-ziunn2-lo2-e2","puann3-ciunn7-loo7-e7"
5230,"中途而廢","半掩是兩","buann3-am1-si2-nng2","puann3-am1-si7-nng7"
5231,"中途而廢","半籠是兩","buann3-lam1-si2-nng2","puann3-lam1-si7-nng7"
5232,"中暑","日射病","rit6-sia2-binn2","jit8-sia7-pinn7"
5233,"中暑","冒暑","mer2-su4","mo7-su2"
5234,"中暑","迫熱","bik7-ret6","pik4-jiat8"
5235,"中暑","眩痧","hin5-sua1","hin5-sua1"
5236,"中暑","翕著熱","hip7-dierh6-ruah6","hip4-tioh8-juah8"
5237,"中暑","翕熱","hip7-ruah6","hip4-juah8"
5238,"中暑","著痧","dierh6-sua1","tioh8-sua1"
5239,"中暑","傷暑","siong1-su4","siong1-su2"
5240,"中暑","熱去","ruah6-ki3","juah8-khi3"
5241,"中暑","熱毒","ruah6-dak6","juah8-tak8"
5242,"中暑","熱著","ruah6-dierh6","juah8-tioh8"
5243,"中暑","鬱痧","ut7-sua1","ut4-sua1"
5244,"中暑","熇熱","her1-ruah6","ho1-juah8"
5245,"中等","中套仔","diong1-ter3-a4","tiong1-tho3-a2"
5246,"中等","中等","diong1-ding4","tiong1-ting2"
5247,"中等","中範","diong1-ban2","tiong1-pan7"
5248,"中等上下","中中仔","diong1-diong1-a4","tiong1-tiong1-a2"
5249,"中等上下","中等跤兜","diong1-ding4-ka1-dau1","tiong1-ting2-kha1-tau1"
5250,"中華叫姑魚","加網","ga1-bhong4","ka1-bong2"
5251,"中華叫姑魚","白口","beh6-kau4","peh8-khau2"
5252,"中華花鰍","沙鰍","sua1-liu1","sua1-liu1"
5253,"中華花鰍","花鰍","hue1-liu1","hue1-liu1"
5254,"中華鰆","七星魚","cit7-cinn1-hi5","chit4-chinn1-hi5"
5255,"中間","中央","diong1-ng1","tiong1-ng1"
5256,"中間","中間","diong1-gan1","tiong1-kan1"
5257,"中飯","中晝飯","diong1-dau3-bng2","tiong1-tau3-png7"
5258,"中傷","中傷","diong3-siong1","tiong3-siong1"
5259,"中傷","扑炮","pah7-pau3","phah4-phau3"
5260,"中傷","咒誓予別人死","ziu3-zua2-ho2-bat6-lang5-si4","ciu3-cua7-hoo7-pat8-lang5-si2"
5261,"中傷","奏話","zau3-ue2","cau3-ue7"
5262,"中傷","搬挑","buann1-tiau1","puann1-thiau1"
5263,"中傷","摔後炮","sut7-au2-pau3","sut4-au7-phau3"
5264,"中傷","燒話","sier1-ue2","sio1-ue7"
5265,"中傷","鑿孔","cak6-kang1","chak8-khang1"
5266,"中傷","duh6臭","duh6-cau3","tuh8-chau3"
5267,"中意","中意","ding3-i3","ting3-i3"
5268,"中意","合意","hah6-i3","hah8-i3"
5269,"中意","愜意","gah7-i3","kah4-i3"
5270,"中意","滿意","bhuan4-i3","buan2-i3"
5271,"中飽","暗勘","am3-kam3","am3-kham3"
5272,"中飽","暗槓","am3-gang3","am3-kang3"
5273,"中飽","飽肚","ba4-do2","pa2-too7"
5274,"中飽私囊","起肚亭","ki4-do2-ding5","khi2-too7-ting5"
5275,"中飽私囊","起腸肚庵","ki4-dng5-do2-am1","khi2-tng5-too7-am1"
5276,"中飽私囊","飽私囊","bau4-su1-long5","pau2-su1-long5"
5277,"中槍","著銃","dierh6-cing3","tioh8-ching3"
5278,"中樞","中樞","diong1-cu1","tiong1-chu1"
5279,"中箭","著箭","dierh6-zinn3","tioh8-cinn3"
5280,"中箭落馬","跋落馬","buah6-lerh6-bhe4","puah8-loh8-be2"
5281,"中餐","中國料理","diong1-gok7-liau2-li4","tiong1-kok4-liau7-li2"
5282,"中餐","中晝頓","diong1-dau3-dng3","tiong1-tau3-tng3"
5283,"中斷","不接一","but7-ziap7-it7","put4-ciap4-it4"
5284,"中斷","折站","zih7-zam2","cih4-cam7"
5285,"中斷","折節","zih7-zat7","cih4-cat4"
5286,"中斷","落站","lak7-zam2","lak4-cam7"
5287,"中斷","斷站","dng2-zam2","tng7-cam7"
5288,"中斷","斷節","dng2-zat7","tng7-cat4"
5289,"中斷","斷嶄","dng2-zam4","tng7-cam2"
5290,"中藥","漢藥","han3-ierh6","han3-ioh8"
5291,"中藥房","漢藥房","han3-ierh6-bang5","han3-ioh8-pang5"
5292,"中鏢","著鏢","dierh6-bier1","tioh8-pio1"
5293,"中籤","著籤","dierh6-ciam1","tioh8-chiam1"
5294,"中蠱","中蛇蠱","diong3-zua5-go4","tiong3-cua5-koo2"
5295,"丹氏鸕鶿","鸕鶿","lo5-zi5","loo5-ci5"
5296,"丹田","丹田","dan1-den5","tan1-tian5"
5297,"丹田","肚臍下","do2-zai5-e2","too7-cai5-e7"
5298,"丹田運氣","激丹田","gik7-dan1-den5","kik4-tan1-tian5"
5299,"丹毒","丹毒","dan1-dok6","tan1-tok8"
5300,"丹毒","丹疽","dan1-zu1","tan1-cu1"
5301,"丹毒","水丹","zui4-dan1","cui2-tan1"
5302,"丹毒","赤丹","ciah7-dan1","chiah4-tan1"
5303,"丹毒","走馬hong5","zau4-bhe4-hong5","cau2-be2-hong5"
5304,"丹砂","朱砂","zu1-se1","cu1-se1"
5305,"丹砂","紅銀朱","ang5-ghin5-zu1","ang5-gin5-cu1"
5306,"丹頂鶴","仙鶴","sen1-herh6","sian1-hoh8"
5307,"丹頂鶴","白鶴","beh6-herh6","peh8-hoh8"
5308,"之前","進前","zin3-zing5","cin3-cing5"
5309,"之後","了後","liau4-au2","liau2-au7"
5310,"之後","之後","zi1-au2","ci1-au7"
5311,"之後","這後身","zit7-au2-sin1","cit4-au7-sin1"
5312,"之後","續而後","siok6-ri5-au2","siok8-ji5-au7"
5313,"井水不犯河水","田無交","can5-bher5-gau1","chan5-bo5-kau1"
5314,"井水不犯河水","水無流","zui4-bher5-lau5","cui2-bo5-lau5"
5315,"井台","井盤","zinn4-buann5","cinn2-puann5"
5316,"井底之蛙","井底鮕?","zenn4-de4-go1-dai1","cenn2-te2-koo1-tai1"
5317,"井底之蛙","坐井看天","ze2-zinn4-kuann3-tinn1","ce7-cinn2-khuann3-thinn1"
5318,"井底之蛙","涵孔龜","am5-kang1-gu1","am5-khang1-ku1"
5319,"井底之蛙","鼓井水蛙","go4-zenn4-zui4-ge1","koo2-cenn2-cui2-ke1"
5320,"井底之蛙","鼓井鮕?","go4-zenn4-go1-dai1","koo2-cenn2-koo1-tai1"
5321,"井底之蛙","甕底水蛙","ang3-de4-zui4-ge1","ang3-te2-cui2-ke1"
5322,"井底之蛙","踮孔龜","diam3-kang1-gu1","tiam3-khang1-ku1"
5323,"井然有序","有站有節","u2-zam2-u2-zat7","u7-cam7-u7-cat4"
5324,"井然有序","有兜有捎","u2-dau1-u2-sau1","u7-tau1-u7-sau1"
5325,"井然有序","有兜捎","u2-dau1-sau1","u7-tau1-sau1"
5326,"井然有序","次序","su3-si2","su3-si7"
5327,"井蓋","井勘","zinn4-kam3","cinn2-kham3"
5328,"井蓋","井蓋","zenn4-gua3","cenn2-kua3"
5329,"井邊","井邊","zinn4-binn1","cinn2-pinn1"
5330,"井欄","井欄","zinn4-nua5","cinn2-nua5"
5331,"井欄","古井牆","go4-zinn4-ciunn5","koo2-cinn2-chiunn5"
5332,"互不相讓","相爭","sier1-zenn1","sio1-cenn1"
5333,"互不相讓","無相讓","bher5-sier1-niu2","bo5-sio1-niu7"
5334,"互有優劣","五分五分","gho2-hun1-gho2-hun1","goo7-hun1-goo7-hun1"
5335,"互助","相放伴","sier1-bang3-puann2","sio1-pang3-phuann7"
5336,"互助","相勁","sier1-ging2","sio1-king7"
5337,"互助合作","勁來勁去","ging2-lai5-ging2-ki3","king7-lai5-king7-khi3"
5338,"互助合作","相擺撥","sann1-bai4-buah7","sann1-pai2-puah4"
5339,"互助會","會仔","hue2-a4","hue7-a2"
5340,"互保毀滅","逐家落水平平沉","dak6-ge1-lerh6-zui4-benn5-benn5-dim5","tak8-ke1-loh8-cui2-penn5-penn5-tim5"
5341,"互相","互相","ho2-siong1","hoo7-siong1"
5342,"互相","相及","sann1-gap7","sann1-kap4"
5343,"互相合作","相勁尻川","sier1-ging2-ka1-cng1","sio1-king7-kha1-chng1"
5344,"互相合作","相掟尻川","sier1-denn2-ka1-cng1","sio1-tenn7-kha1-chng1"
5345,"互相依靠","相倚傍","sann1-ua4-bng2","sann1-ua2-png7"
5346,"互相協助","相放伴","sier1-bang3-puann2","sio1-pang3-phuann7"
5347,"互相洩底","相卸","sier1-sia3","sio1-sia3"
5348,"互相牽制","猴管豬哥","gau5-guan4-di1-ger1","kau5-kuan2-ti1-ko1"
5349,"互相牽制","豬哥管猴","di1-ger1-guan4-gau5","ti1-ko1-kuan2-kau5"
5350,"互相模仿","相趁相喊","sier1-tan3-sier1-han4","sio1-than3-sio1-han2"
5351,"互相模仿","相學樣","sier1-erh6-iunn2","sio1-oh8-iunn7"
5352,"互相輪換","放伴","bang3-puann2","pang3-phuann7"
5353,"互相幫忙","籬傍壁","li5-bng2-biah7","li5-png7-piah4"
5354,"互相幫忙","壁傍籬","biah7-bng2-li5","piah4-png7-li5"
5355,"互相讚美","相褒","sier1-ber1","sio1-po1"
5356,"互通有無","相擺撥","sann1-bai4-buah7","sann1-pai2-puah4"
5357,"互通聲氣","泉空透水窟","zuann5-kang1-tau3-zui4-kut7","cuann5-khang1-thau3-cui2-khut4"
5358,"互通聲氣","相透","sann1-tau3","sann1-thau3"
5359,"互換","相換","sier1-uann2","sio1-uann7"
5360,"互換","對換","dui3-uann2","tui3-uann7"
5361,"互訴","相告","sier1-ger3","sio1-ko3"
5362,"五十步笑百步","一點也貓","zit6-diam4-ia2-niau1","cit8-tiam2-ia7-niau1"
5363,"五十步笑百步","百點也貓","bah7-diam4-ia2-niau1","pah4-tiam2-ia7-niau1"
5364,"五十步笑百步","七仔笑八仔","cit7-a4-cier3-beh7-a4","chit4-a2-chio3-peh4-a2"
5365,"五十步笑百步","八兩笑半斤","beh7-niu4-cier3-buann3-gin1","peh4-niu2-chio3-puann3-kin1"
5366,"五十步笑百步","三跤貓笑一目狗","sann1-ka1-niau1-cier3-zit6-bhak6-gau4","sann1-kha1-niau1-chio3-cit8-bak8-kau2"
5367,"五十步笑百步","木虱笑尿蜚","bhak6-sat7-cier3-rier2-bui2","bak8-sat4-chio3-jio7-pui7"
5368,"五十步笑百步","孤kut6笑無嗣","go1-kut6-cier3-bher5-su5","koo1-khut8-chio3-bo5-su5"
5369,"五十步笑百步","烏鴉笑烏豬","o1-a1-cier3-o1-di1","oo1-a1-chio3-oo1-ti1"
5370,"五十步笑百步","龜笑鱉無尾","gu1-cier3-bih7-bher5-bhue4","ku1-chio3-pih4-bo5-bue2"
5371,"五十肩","落肩風","lau3-ging1-hong1","lau3-king1-hong1"
5372,"五內俱焚","心狂火熱","sim1-gong5-hue4-ret6","sim1-kong5-hue2-jiat8"
5373,"五內俱焚","心狂燥熱","sim1-gong5-ser3-ret6","sim1-kong5-so3-jiat8"
5374,"五內俱焚","心肝火煌煌著","sim1-guann1-hue4-derh6","sim1-kuann1-hue2-huang5-huang5-toh8"
5375,"五內俱焚","火燒心","hue4-sier1-sim1","hue2-sio1-sim1"
5376,"五內俱焚","掠狂","liah6-gong5","liah8-kong5"
5377,"五內俱焚","著狂","dierh6-gong5","tioh8-kong5"
5378,"五分鐘熱度","三日新","sann1-rit6-sin1","sann1-jit8-sin1"
5379,"五分鐘熱度","快興快退","kuai3-hing1-kuai3-te3","khuai3-hing1-khuai3-the3"
5380,"五分鐘熱度","新屎礐仔三日新","sin1-sai4-hak6-a4-sann1-rit6-sin1","sin1-sai2-hak8-a2-sann1-jit8-sin1"
5381,"五分鐘熱度","新新婦","sin1-sin1-bu2","sin1-sin1-pu7"
5382,"五分鐘熱度","洗灶額","se4-zau3-hiah6","se2-cau3-hiah8"
5383,"五分鐘熱度","新長工","sin1-dng5-gang1","sin1-tng5-kang1"
5384,"五分鐘熱度","洗犁壁","se4-le5-biah7","se2-le5-piah4"
5385,"五分鐘熱度","頭仔興興","tau5-a4-hing3-hing3","thau5-a2-hing3-hing3"
5386,"五分鐘熱度","尾仔冷冷","bhue4-a4-ling4-ling4","bue2-a2-ling2-ling2"
5387,"五爪金英","五爪金英","nger4-riau4-gim1-ing1","ngo2-jiau2-kim1-ing1"
5388,"五爪金英","樹菊","ciu2-giok7","chiu7-kiok4"
5389,"五加皮","五加皮","nger4-ga1-bi5","ngo2-ka1-pi5"
5390,"五光十色","五花十色","nger4-hue1-zap6-sik7","ngo2-hue1-cap8-sik4"
5391,"五色鳥","五色鳥","nger4-sik7-ziau4","ngo2-sik4-ciau2"
5392,"五色鳥","花仔和尚","hue1-a4-hue5-siunn2","hue1-a2-hue5-siunn7"
5393,"五言絕句","五言絕","nger4-ghen5-zuat6","ngo2-gian5-cuat8"
5394,"五官","五官","nger4-guan1","ngo2-kuan1"
5395,"五官","面腔","bhin2-ciunn1","bin7-chiunn1"
5396,"五官","喙目鼻","cui3-bhak6-pinn2","chui3-bak8-phinn7"
5397,"五官","鼻目喙","pinn2-bhak6-cui3","phinn7-bak8-chui3"
5398,"五官端正","五形配搭","nger4-hing5-pue3-dah7","ngo2-hing5-phue3-tah4"
5399,"五服","五服","nger4-hok6","ngo2-hok8"
5400,"五花八門","十花五色","zap6-hue1-gho2-sik7","cap8-hue1-goo7-sik4"
5401,"五花八門","乜仔霸仔","mih7-a4-ba3-a4","mih4-a2-pa3-a2"
5402,"五花八門","橐個束個","lok7-ger3-sok7-ger3","lok4-ko3-sok4-ko3"
5403,"五花十色","五花十色","nger4-hue1-zap6-sik7","ngo2-hue1-cap8-sik4"
5404,"五花十色","花疤如貓","hue1-ba1-li5-niau1","hue1-pa1-li5-niau1"
5405,"五花十色","花哩囉","hue1-li1-ler1","hue1-li1-lo1"
5406,"五花十色","花漉漉","hue1-lok7-lok7","hue1-lok4-lok4"
5407,"五花大綁","雕龍蝦","diau1-ling5-he5","tiau1-ling5-he5"
5408,"五花大綁","龍蝦雕","ling5-he5-diau1","ling5-he5-tiau1"
5409,"五花肉","三層","sam1-zan3","sam1-can3"
5410,"五花肉","三層肉","sam1-zan3-bhah7","sam1-can3-bah4"
5411,"五花肉","五花肉","gho2-hue1-bhah7","goo7-hue1-bah4"
5412,"五花肉","五花精","gho2-hue1-ziann1","goo7-hue1-ciann1"
5413,"五花肉","半赤白","buann3-ciah7-beh6","puann3-chiah4-peh8"
5414,"五花肉","半赤肉","buann3-ciah7-bhah7","puann3-chiah4-bah4"
5415,"五花肉","半赤肥","buann3-ciah7-bui5","puann3-chiah4-pui5"
5416,"五花肉","半精肉","buann3-ziann1-bhah7","puann3-ciann1-bah4"
5417,"五花馬","花馬","hue1-bhe4","hue1-be2"
5418,"五花馬","花囉馬","hue1-ler1-bhe4","hue1-lo1-be2"
5419,"五馬分屍","五馬分屍","nger4-ma4-hun1-si1","ngo2-ma2-hun1-si1"
5420,"五馬分屍","分屍拆腿","hun1-si1-tiah7-tui4","hun1-si1-thiah4-thui2"
5421,"五掌楠","五掌楠","gho2-ziong4-lam5","goo7-ciong2-lam5"
5422,"五掌楠","五葉楠","gho2-hierh6-lam5","goo7-hioh8-lam5"
5423,"五掌楠","竹葉楠","dik7-hierh6-lam5","tik4-hioh8-lam5"
5424,"五短身材","五短生","nger4-de4-senn1","ngo2-te2-senn1"
5425,"五短身材","五短生張","nger4-duan4-sinn1-diunn1","ngo2-tuan2-sinn1-tiunn1"
5426,"五短身材","五短身","nger4-de4-sin1","ngo2-te2-sin1"
5427,"五短身材","矮鼓生","e4-go4-senn1","e2-koo2-senn1"
5428,"五節芒","鹿蔥","lok6-cong1","lok8-chong1"
5429,"五節芒","菅仔","guann1-a4","kuann1-a2"
5430,"五節芒","菅芒","guann1-bhang1","kuann1-bang1"
5431,"五節芒","菅草","guann1-cau4","kuann1-chau2"
5432,"五節芒","菅蓁","guann1-zin1","kuann1-cin1"
5433,"五雷令","五雷令","nger4-lui5-ling2","ngo2-lui5-ling7"
5434,"五雷轟頂","五雷蓋頂","nger4-lui5-gai3-ding4","ngo2-lui5-kai3-ting2"
5435,"五雷轟頂","五雷摃死","nger4-lui5-gong3-si4","ngo2-lui5-kong3-si2"
5436,"五穀豐收,-風調雨順","五穀豐收","nger4-gok7-hong1-siu1","ngo2-kok4-hong1-siu1"
5437,"五穀豐收,-風調雨順","雨水接應","ho2-zui4-ziap7-ing3","hoo7-cui2-ciap4-ing3"
5438,"五窮六絕","四九五月","si3-gau4-gho2-ghueh6","si3-kau2-goo7-gueh8"
5439,"五窮六絕","死五絕六","si4-gho2-zeh6-lak6","si2-goo7-ceh8-lak8"
5440,"五濁惡世","五濁惡世","nger4-zok6-ok7-se3","ngo2-cok8-ok4-se3"
5441,"五顏六色","五花十色","nger4-hue1-zap6-sik7","ngo2-hue1-cap8-sik4"
5442,"五臟六腑","五臟六腑","nger4-zong2-liok6-hu4","ngo2-cong7-liok8-hu2"
5443,"五臟六腑","心腹腸肚","sim1-bak7-dng5-do2","sim1-pak4-tng5-too7"
5444,"五臟六腑","腸仔肚","dng5-a4-do2","tng5-a2-too7"
5445,"五體投地","跪搭搭","gui2-dah7-dah7","kui7-tah4-tah4"
5446,"亢旱","大旱","dua2-uann2","tua7-uann7"
5447,"亢旱","洘旱","ko4-uann2","khoo2-uann7"
5448,"仁丹鬍","兩撇鬚","nng2-pet7-ciu1","nng7-phiat4-chiu1"
5449,"仁者樂山,-智者樂水","仁者樂山","rin5-zia4-ngau2-san1","jin5-cia2-ngau7-san1"
5450,"仁者樂山,-智者樂水","智者樂水","di3-zia4-ngau2-sui4","ti3-cia2-ngau7-sui2"
5451,"什麼","啥","siannh7","siannh4"
5452,"什麼","啥物","siann4-mih6","siann2-mih8"
5453,"什麼","啥乜","siann4-mih7","siann2-mih4"
5454,"什麼人玩什麼鳥","臭頭和尚","cau3-tau5-hue5-siunn2","chau3-thau5-hue5-siunn7"
5455,"什麼人玩什麼鳥","做無好功德","zer3-bher5-her4-gong1-dik7","co3-bo5-ho2-kong1-tik4"
5456,"什麼事","乜代","mih7-dai2","mih4-tai7"
5457,"什麼事","啥代","siannh7-dai2","siannh4-tai7"
5458,"什麼事","啥乜代誌","siann4-mih7-dai2-zi3","siann2-mih4-tai7-ci3"
5459,"什麼東西","啥貨","siann4-hue3","siann2-hue3"
5460,"什錦粥","雜爊羹糜","zap6-er1-genn1-muai5","cap8-o1-kenn1-muai5"
5461,"什錦麵","雜菜麵","zap6-cai3-mi2","cap8-chai3-mi7"
5462,"什錦麵","雜錯麵","zap6-cer3-mi2","cap8-cho3-mi7"
5463,"仆倒","躄倒","pih7-der4","phih4-to2"
5464,"仆倒","躄落去","pih7-lerh6-ki3","phih4-loh8-khi3"
5465,"仆倒","躄覆","pih7-pak7","phih4-phak4"
5466,"仇人","仇人","siu5-rin5","siu5-jin5"
5467,"仇人","冤仇人","uan1-siu5-lang5","uan1-siu5-lang5"
5468,"仇人","冤家人","uan1-ge1-lang5","uan1-ke1-lang5"
5469,"仇恨","冤仇","uan1-siu5","uan1-siu5"
5470,"仇敵","對敵","dui3-dik6","tui3-tik8"
5471,"仍然","原也","uan5-a2","uan5-a7"
5472,"仍然","原仔","uan5-a4","uan5-a2"
5473,"仍然","原在","ghuan5-zai2","guan5-cai7"
5474,"仍然","益是","iah7-si2","iah4-si7"
5475,"仍然","益閣","iah7-gerh7","iah4-koh4"
5476,"仍然","猶原","iu5-uan5","iu5-uan5"
5477,"仍然","猶閣","iau3-gerh7","iau3-koh4"
5478,"仍然老樣子","原原豆醬店","ghuan5-ghuan5-dau2-ziunn3-diam3","guan5-guan5-tau7-ciunn3-tiam3"
5479,"仍舊","原在","ghuan5-zai2","guan5-cai7"
5480,"仍舊","原舊","ghuan5-gu2","guan5-ku7"
5481,"仍舊","猶原","iu5-uan5","iu5-uan5"
5482,"仍舊","照原","ziau3-ghuan5","ciau3-guan5"
5483,"今天","今仔日","gin1-a4-rit6","kin1-a2-jit8"
5484,"今天","今仔再","gin1-a4-zai3","kin1-a2-cai3"
5485,"今生","今生","gim1-sing1","kim1-sing1"
5486,"今生","這世人","zit7-si3-lang5","cit4-si3-lang5"
5487,"今生","這生","zit7-sing1","cit4-sing1"
5488,"今非昔比","一時袂比得一時","zit6-si5-bhe2-bi4-dit7-zit6-si5","cit8-si5-be7-pi2-tit4-cit8-si5"
5489,"今非昔比","現時袂比得卡早","hen2-si5-bhe2-bi4-dit7-kah7-za4","hian7-si5-be7-pi2-tit4-khah4-ca2"
5490,"今後","後過","au2-gue3","au7-kue3"
5491,"今晚","下昏","e2-hng1","e7-hng1"
5492,"今晚","下昏暗","e2-hng1-am3","e7-hng1-am3"
5493,"今晚","下昏暝","e2-hng1-me5","e7-hng1-me5"
5494,"今晚","今暗","gim1-am3","kim1-am3"
5495,"今晚","盈昏","ing5-hng1","ing5-hng1"
5496,"今晚","盈暗","ing5-am3","ing5-am3"
5497,"介紹","介紹","gai3-siau2","kai3-siau7"
5498,"介紹","紹介","siau2-gai3","siau7-kai3"
5499,"介意","介意","gai3-i3","kai3-i3"
5500,"介意","介懷","gai3-huai5","kai3-huai5"
5501,"介意","掛意","kua3-i3","khua3-i3"
5502,"介壽延年","抽歲壽","tiu1-hue3-siu2","thiu1-hue3-siu7"
5503,"仄聲","仄聲","zeh7-siann1","ceh4-siann1"
5504,"元始天尊","元始天尊","ghuan5-su4-ten1-zun1","guan5-su2-thian1-cun1"
5505,"元宵節","上元節","siong2-ghuan5-zeh7","siong7-guan5-ceh4"
5506,"元宵節","元宵節","ghuan5-siau1-zeh7","guan5-siau1-ceh4"
5507,"元宵節","正月半","ziann1-ghueh6-buann3","ciann1-gueh8-puann3"
5508,"元配","大姐","dua2-zia4","tua7-cia2"
5509,"元配","大某","dua2-bho4","tua7-boo2"
5510,"元配","原配","ghuan5-pue3","guan5-phue3"
5511,"元寶","元寶","uan5-ber4","uan5-po2"
5512,"元寶","圓寶","uan5-ber4","uan5-po2"
5513,"元寶","銀顆","ghin5-ker3","gin5-kho3"
5514,"允文允武","也會粗","ia2-e2-co1","ia7-e7-choo1"
5515,"允文允武","也會幼","ia2-e2-iu3","ia7-e7-iu3"
5516,"允文允武","文武雙才","bhun5-bhu4-siang1-zai5","bun5-bu2-siang1-cai5"
5517,"允許","允人","in4-lang5","in2-lang5"
5518,"允許","允准","un4-zun4","un2-cun2"
5519,"允許","容允","iong5-un4","iong5-un2"
5520,"允諾","應允","ing3-un4","ing3-un2"
5521,"內人","阮太太","ghuan4-tai3-tai3","guan2-thai3-thai3"
5522,"內人","阮查某人","ghuan4-za1-bho4-lang5","guan2-ca1-boo2-lang5"
5523,"內人","阮牽手","ghuan4-kan1-ciu4","guan2-khan1-chiu2"
5524,"內人","厝內人","cu3-lai2-lang5","chu3-lai7-lang5"
5525,"內人","家內","ge1-lai2","ke1-lai7"
5526,"內八字腳","跤斡入","ka1-uat7-rip6","kha1-uat4-jip8"
5527,"內子","厝內","cu3-lai2","chu3-lai7"
5528,"內心","心內","sim1-lai2","sim1-lai7"
5529,"內心","心肝內","sim1-guann1-lai2","sim1-kuann1-lai7"
5530,"內心","心腹內","sim1-bak7-lai2","sim1-pak4-lai7"
5531,"內心話","心內話","sim1-lai2-ue2","sim1-lai7-ue7"
5532,"內心話","心思","sim1-si1","sim1-si1"
5533,"內兄","妻舅仔","ce1-gu2-a4","che1-ku7-a2"
5534,"內外勾結","內神通外鬼","lai2-sin5-tong1-ghua2-gui4","lai7-sin5-thong1-gua7-kui2"
5535,"內外夾攻","內外攻","lai2-ghua2-gong1","lai7-gua7-kong1"
5536,"內外夾攻","外攻內應","ghua2-gong1-lai2-ing3","gua7-kong1-lai7-ing3"
5537,"內行","內行","lai2-hang5","lai7-hang5"
5538,"內行","熟行","sik6-hang5","sik8-hang5"
5539,"內行人","內行人","lai2-hang5-lang5","lai7-hang5-lang5"
5540,"內行人","巷仔內e5","hang2-a4-lai2-e5","hang7-a2-lai7-e5"
5541,"內衣","下底衫","e2-due4-sann1","e7-tue2-sann1"
5542,"內衣","內衣","lai2-i1","lai7-i1"
5543,"內衣","內底衫","lai2-due4-sann1","lai7-tue2-sann1"
5544,"內衣","內衫","lai2-sann1","lai7-sann1"
5545,"內衣","內領衫","lai2-nia4-sann1","lai7-nia2-sann1"
5546,"內衣","內裌仔","lai2-gah7-a4","lai7-kah4-a2"
5547,"內弟","妻舅仔","ce1-gu2-a4","che1-ku7-a2"
5548,"內弟","舅仔","gu2-a4","ku7-a2"
5549,"內叛","內叛","lai2-buan2","lai7-puan7"
5550,"內姪","外家孫","ghue2-ge1-sun1","gue7-ke1-sun1"
5551,"內急","尿緊","rier2-gin4","jio7-kin2"
5552,"內胎","內奶","lai2-ling1","lai7-ling1"
5553,"內訌","內叛","lai2-buan2","lai7-puan7"
5554,"內訌","反營","huan4-iann5","huan2-iann5"
5555,"內鬥","內叛","lai2-buan2","lai7-puan7"
5556,"內鬥","牛椆內觸牛母","ghu5-diau5-lai2-dak7-ghu5-bher4","gu5-tiau5-lai7-tak4-gu5-bo2"
5557,"內鬥","家己tai5","ga1-gi2-tai5","ka1-ki7-thai5"
5558,"內鬥","趁腹內","tan3-bak7-lai2","than3-pak4-lai7"
5559,"內側","內勻","lai2-un5","lai7-un5"
5560,"內側","內身","lai2-sin1","lai7-sin1"
5561,"內側","內面","lai2-bhin2","lai7-bin7"
